Телефон_new,ЧислоЗаказов,ОбщаяСуммаПокупок,ОбщееКоличествоТоваров,СреднийЧек,СрКолТоваров_вЧеке,G2_ДЕТСКОЕ ПИТАНИЕ,G2_ИГРУШКИ,"G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ",G2_КОСМЕТИКА/ГИГИЕНА,G2_КРУПНОГАБАРИТНЫЙ ТОВАР,G2_ОБУВЬ,G2_ПОДГУЗНИКИ,G2_СОПУТСТВУЮЩИЕ ТОВАРЫ,"G2_ТЕКСТИЛЬ, ТРИКОТАЖ",G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,K9_Кластер,K10_Кластер,K11_Кластер,G8_Кластер,G9_Кластер,G10_Кластер,G11_Кластер
55574849-55485255485470,3,3202.0,8,1067.33,2.67,0,1,0,0,0,0,1,0,0,4,5,6,3,5,5,7,10
55574849-55485552515579,1,4568.0,3,4568.0,3.0,0,1,0,1,0,0,1,0,0,0,5,0,8,5,5,5,9
55574849-55494954524870,1,536.0,3,536.0,3.0,0,0,0,3,0,0,0,0,0,0,4,5,5,6,6,8,5
55574849-55525349554873,1,1299.0,1,1299.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574849-55525653555471,1,2493.0,8,2493.0,8.0,0,6,2,0,0,0,0,0,0,0,3,3,6,1,1,4,1
55574849-55534949514974,1,338.0,5,338.0,5.0,0,0,0,4,0,0,0,0,0,0,4,5,5,6,6,8,5
55574849-55535352514871,1,1612.0,4,1612.0,4.0,0,0,0,0,0,0,1,0,0,3,5,8,1,3,3,8,3
55574849-55535554525471,1,1815.0,2,1815.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574849-55545053565373,1,3800.0,2,3800.0,2.0,0,0,0,0,1,0,0,0,0,0,2,8,4,3,3,5,3
55574849-55545749554978,1,1850.0,1,1850.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574849-55555152555771,1,838.0,2,838.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574849-55555155485178,2,4150.0,2,2075.0,1.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55574849-55555351545075,1,657.0,4,657.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574849-55555752545778,1,4070.0,1,4070.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574849-55564950524871,1,2444.0,10,2444.0,10.0,0,0,0,0,0,0,0,0,9,1,0,4,10,6,6,5,6
55574849-55565353555477,1,2715.0,11,2715.0,11.0,0,9,1,0,0,0,0,0,0,0,3,3,6,1,1,4,1
55574849-55574853485575,1,312.0,1,312.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574849-55574956494973,1,1620.0,1,1620.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574849-55575052545677,1,2319.0,3,2319.0,3.0,0,0,0,1,2,0,0,0,0,0,2,8,4,5,5,5,9
55574849-55575652515178,1,3052.0,1,3052.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574849-56485051515277,1,1189.0,8,1189.0,8.0,4,3,0,0,0,0,1,0,0,0,6,7,9,0,0,5,9
55574849-56505048485075,1,2839.0,3,2839.0,3.0,0,0,0,0,0,2,0,0,1,0,2,8,1,6,6,1,6
55574849-57524852504875,1,428.0,1,428.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574849-57575649535275,2,3654.0,3,1827.0,1.5,0,0,0,0,0,0,2,0,1,0,5,6,3,5,2,0,2
55574849-57575656555078,1,2925.0,2,2925.0,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55574850-48484948515471,1,24499.0,1,24499.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-48484950565077,1,3386.0,5,3386.0,5.0,0,0,0,0,0,1,0,0,4,0,0,1,2,6,6,1,6
55574850-48484954535270,1,2429.0,1,2429.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-48485150565377,1,3700.0,3,3700.0,3.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-48485157485371,1,4420.0,2,4420.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-48485348485271,1,1129.0,1,1129.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-48485451484872,1,4619.0,3,4619.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55574850-48485452575375,1,350.0,1,350.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-48485457555476,1,565.0,2,565.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574850-48485548495678,1,2578.0,2,2578.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-48485553564979,1,2045.0,6,2045.0,6.0,0,0,1,0,0,0,2,0,0,0,5,6,3,1,4,4,9
55574850-48485649554878,1,650.0,2,650.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574850-48485651524872,2,2280.0,7,1140.0,3.5,0,4,0,0,0,0,0,0,2,0,3,3,0,5,5,0,10
55574850-48485652524978,1,629.0,1,629.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-48494953554970,1,13620.0,1,13620.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-48524850555077,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,1,0,1,0,5,8,1,3,3,4,3
55574850-48524854504870,1,345.0,3,345.0,3.0,0,0,0,0,0,0,0,0,0,1,2,8,1,3,3,8,3
55574850-48524957534970,1,1359.0,3,1359.0,3.0,0,2,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55574850-48525451535675,1,998.0,2,998.0,2.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,4,3
55574850-48525451565278,1,19220.0,1,19220.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-48525751565277,1,1695.0,1,1695.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49484848524971,1,3280.0,1,3280.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49495348555272,2,3249.0,2,1624.5,1.0,0,0,0,0,0,0,0,0,2,0,2,1,2,5,2,0,2
55574850-49504850555177,1,175.0,1,175.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49504854515572,1,371.0,3,371.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55574850-49504954525175,1,1440.0,1,1440.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574850-49505055534976,1,1539.0,1,1539.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49505055565675,1,9025.0,1,9025.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574850-49505152495073,1,605.0,1,605.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49505155535475,1,16150.0,1,16150.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49505156575579,1,186.0,2,186.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55574850-49505251515574,1,24319.0,1,24319.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49505350575676,1,4890.0,1,4890.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,4,6,6,1,6
55574850-49505551545175,1,399.0,1,399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49505654555278,1,1695.0,1,1695.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49505657485770,1,2486.0,1,2486.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49505749495571,1,693.0,1,693.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49505752565677,1,2184.0,3,2184.0,3.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55574850-49505753495373,1,319.0,1,319.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55574850-49525254515674,1,2812.0,2,2812.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574850-49534854545173,1,3199.0,1,3199.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49535156505572,2,19768.0,3,9884.0,1.5,0,0,0,0,2,0,0,0,1,0,7,2,7,5,2,0,2
55574850-49535350545179,1,1090.0,1,1090.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49535452514975,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49544849525378,1,3189.0,3,3189.0,3.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-49544855484875,1,10160.0,1,10160.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49545054495473,1,12930.0,3,12930.0,3.0,0,0,0,0,3,0,0,0,0,0,7,2,7,3,3,6,3
55574850-49545054495475,2,1398.0,2,699.0,1.0,0,0,0,0,0,0,1,0,1,0,5,8,1,5,2,0,2
55574850-49545152504971,1,950.0,1,950.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49545352544974,1,697.0,2,697.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49545451524970,1,1749.0,3,1749.0,3.0,0,0,2,0,1,0,0,0,0,0,8,8,1,4,4,5,9
55574850-49545457574870,1,14245.0,1,14245.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49545655575778,1,2021.0,6,2021.0,6.0,0,0,0,1,0,3,0,0,2,0,2,1,2,6,6,2,6
55574850-49545751545179,2,21900.0,2,10950.0,1.0,0,0,0,0,2,0,0,0,0,0,7,2,7,5,2,0,2
55574850-49554849495271,1,4799.0,1,4799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,4,6,6,1,6
55574850-49554849535676,1,228.0,1,228.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49554854485375,1,431.0,6,431.0,6.0,0,6,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55574850-49554948524879,1,180.0,1,180.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49554949515272,1,818.0,1,818.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574850-49554949545179,1,3279.0,1,3279.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49554953554871,1,2280.0,1,2280.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49554954544975,1,398.0,2,398.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55574850-49554956515570,1,2366.0,2,2366.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49554957495779,1,5490.0,1,5490.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49555052535672,1,2500.0,2,2500.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49555250485571,1,1898.0,2,1898.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574850-49555349505274,2,19980.0,2,9990.0,1.0,0,0,0,0,2,0,0,0,0,0,7,2,7,5,2,0,2
55574850-49555353525777,1,12801.0,1,12801.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49555355505476,1,2440.0,1,2440.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49555449485370,1,3298.0,2,3298.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574850-49555450575078,1,448.0,4,448.0,4.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,4,3
55574850-49555455535471,1,5183.0,1,5183.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49555548485071,1,3150.0,1,3150.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49555548485572,1,9765.0,6,9765.0,6.0,0,2,2,1,1,0,0,0,0,0,7,2,4,4,4,5,9
55574850-49555549495373,1,1488.0,2,1488.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49555555515577,1,2290.0,1,2290.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49555556525775,1,15170.0,1,15170.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-49555556555075,1,1216.0,8,1216.0,8.0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,8,4,9
55574850-49555651564975,1,16355.0,3,16355.0,3.0,0,0,0,0,1,0,0,0,0,2,7,2,7,3,3,9,3
55574850-49555652565171,1,2190.0,1,2190.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49555653555574,1,129.0,1,129.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49574849575576,1,545.0,1,545.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574850-49574850504976,2,2546.0,7,1273.0,3.5,0,7,0,0,0,0,0,0,0,0,3,3,6,5,2,0,2
55574850-49574852525770,1,1095.0,5,1095.0,5.0,0,0,0,0,0,0,0,0,5,0,0,4,2,6,6,1,6
55574850-49574854525575,1,2380.0,2,2380.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-49574948535275,2,8489.0,2,4244.5,1.0,0,0,0,0,0,0,0,0,2,0,2,1,2,5,2,0,2
55574850-49574957524870,1,5202.0,1,5202.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49575051545276,1,2151.0,9,2151.0,9.0,0,6,0,0,0,0,0,0,0,0,3,3,6,1,3,4,3
55574850-49575051575172,1,240.0,1,240.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574850-49575055495579,1,599.0,1,599.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49575057484970,1,2040.0,4,2040.0,4.0,0,0,0,0,0,0,3,0,0,1,5,6,3,3,3,8,3
55574850-49575151565273,1,1940.0,1,1940.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-49575152494877,1,2017.0,7,2017.0,7.0,0,2,0,3,0,0,1,0,0,0,4,5,5,5,5,5,9
55574850-49575152555677,1,5076.0,4,5076.0,4.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-49575154515076,1,3790.0,1,3790.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49575249525171,2,19944.0,2,9972.0,1.0,0,0,0,0,2,0,0,0,0,0,7,2,7,5,2,0,2
55574850-49575253555477,1,2259.0,4,2259.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574850-49575350515674,1,1480.0,9,1480.0,9.0,0,0,0,7,0,0,1,0,0,0,4,5,5,5,5,8,5
55574850-49575353485370,2,6688.0,5,3344.0,2.5,0,0,0,0,0,0,4,0,1,0,5,6,3,5,2,0,2
55574850-49575353525774,1,2024.0,2,2024.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-49575648565470,1,1875.0,5,1875.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574850-49575653545379,1,6999.0,1,6999.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574850-49575654544978,1,1291.0,2,1291.0,2.0,0,0,0,0,0,0,1,0,0,1,5,8,1,3,3,8,3
55574850-49575656555071,2,6590.0,2,3295.0,1.0,0,0,0,0,2,0,0,0,0,0,2,8,4,5,2,0,2
55574850-49575657555073,1,3866.0,1,3866.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-49575752485077,1,5441.0,3,5441.0,3.0,0,0,0,0,2,0,0,0,1,0,2,8,4,3,3,9,3
55574850-50485248575378,1,5918.0,10,5918.0,10.0,0,5,0,2,0,0,3,0,0,0,3,3,0,4,5,5,9
55574850-50485251544871,1,1771.0,2,1771.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50485352495479,2,10438.0,2,5219.0,1.0,0,1,0,0,1,0,0,0,0,0,7,2,4,5,2,0,2
55574850-50485449485470,1,2190.0,1,2190.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50485449544871,1,12015.0,1,12015.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-50485453535070,2,4630.0,4,2315.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55574850-50485457545278,1,9490.0,1,9490.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574850-50485550535779,1,1806.0,13,1806.0,13.0,8,0,0,0,0,0,1,0,0,0,6,7,9,0,0,5,9
55574850-50485552535570,1,305.0,1,305.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574850-50485655565578,2,6345.0,15,3172.5,7.5,0,0,0,2,0,0,0,0,0,0,4,5,5,0,5,7,10
55574850-50485751485372,1,3052.0,1,3052.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50494855485775,1,4070.0,1,4070.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-50504849535275,3,5627.0,7,1875.67,2.33,0,0,0,0,0,1,0,0,6,0,0,4,10,2,2,9,2
55574850-50504855495672,1,16796.0,5,16796.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,1,6,3
55574850-50505355505278,1,2190.0,1,2190.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50505449565279,1,1914.0,3,1914.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,8,4,4,5,9
55574850-50505653494979,1,2390.0,1,2390.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50515549485070,1,456.0,3,456.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55574850-50515653535571,1,569.0,1,569.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50524954505370,1,1830.0,1,1830.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574850-50525048494979,1,799.0,1,799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50525149575770,1,1723.0,8,1723.0,8.0,0,8,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55574850-50525253485377,1,3430.0,2,3430.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,1,6,6,1,6
55574850-50525254535470,1,3829.0,1,3829.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50525357495170,1,449.0,1,449.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50525453535177,2,2649.0,2,1324.5,1.0,0,0,0,0,0,0,0,0,0,2,2,8,1,5,5,0,10
55574850-50535153505474,1,2413.0,3,2413.0,3.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55574850-50535153555475,1,2389.0,1,2389.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50535348515475,1,1153.0,7,1153.0,7.0,0,6,0,0,0,0,0,0,0,1,3,3,6,3,3,5,3
55574850-50535354485577,1,937.0,3,937.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55574850-50535555554874,1,935.0,6,935.0,6.0,0,0,0,1,0,0,0,0,0,1,2,8,1,5,5,8,9
55574850-50535557545472,1,1139.0,1,1139.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574850-50544848535477,1,1735.0,5,1735.0,5.0,0,1,4,0,0,0,0,0,0,0,8,9,8,1,1,4,1
55574850-50544853505272,1,2452.0,1,2452.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50544853524873,1,5684.0,11,5684.0,11.0,0,11,0,0,0,0,0,0,0,0,3,3,6,1,1,4,1
55574850-50545050555271,1,699.0,1,699.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50545051554878,1,3559.0,3,3559.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55574850-50545056535674,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-50545151525173,1,479.0,1,479.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50545152545572,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-50545350565572,1,1489.0,3,1489.0,3.0,0,0,2,0,0,1,0,0,0,0,8,8,1,0,4,3,4
55574850-50545352485177,1,9798.0,2,9798.0,2.0,0,0,0,0,0,0,0,0,2,0,7,2,2,3,6,1,6
55574850-50545352505375,1,2018.0,3,2018.0,3.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55574850-50545452525373,1,4057.0,8,4057.0,8.0,0,1,0,0,0,0,0,0,7,0,0,4,10,3,3,4,3
55574850-50545648545575,1,2991.0,1,2991.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50545650525777,1,1306.0,1,1306.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50554852525272,1,1021.0,1,1021.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55574850-50555153494979,1,1690.0,1,1690.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-50555355505173,1,899.0,1,899.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50555454485071,1,931.0,1,931.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50555456565279,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574850-50555654555070,1,3670.0,1,3670.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-50555756505572,1,1799.0,1,1799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-50555757575077,1,2070.0,1,2070.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574850-50565349574972,1,2240.0,2,2240.0,2.0,0,0,0,0,0,0,1,0,0,1,5,8,1,3,3,8,3
55574850-50565353484870,1,6599.0,1,6599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,6,1
55574850-50565353555476,1,11685.0,1,11685.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-50565353565273,1,1900.0,1,1900.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50565353574879,2,5285.0,9,2642.5,4.5,0,4,1,1,0,0,2,0,0,1,3,3,0,4,4,7,4
55574850-50565448574872,1,8843.0,1,8843.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574850-50574852485470,1,539.0,1,539.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574850-50574852575778,1,2392.0,4,2392.0,4.0,0,1,1,0,1,0,0,0,1,0,2,0,8,4,4,5,9
55574850-50574853504870,2,2250.0,2,1125.0,1.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55574850-50574856505273,1,2649.0,1,2649.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-50574950545476,1,448.0,1,448.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55574850-50574955535470,1,835.0,2,835.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
55574850-50575053535572,1,126.0,2,126.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55574850-50575352544871,3,1013.0,4,337.67,1.33,0,0,0,0,0,0,0,0,3,1,0,1,2,5,5,9,10
55574850-50575753555676,1,448.0,3,448.0,3.0,0,0,0,0,3,0,0,0,0,0,2,8,4,3,3,6,3
55574850-51484849505170,1,427.0,2,427.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-51484850554971,1,1443.0,13,1443.0,13.0,4,2,0,1,0,0,0,0,0,0,6,7,9,0,0,5,9
55574850-51484855515279,1,18619.0,2,18619.0,2.0,0,0,0,0,1,0,0,0,0,1,7,2,7,3,3,9,3
55574850-51484857485475,2,4755.0,12,2377.5,6.0,0,2,0,5,0,0,0,0,0,0,4,5,5,5,5,0,10
55574850-51484857504972,1,450.0,5,450.0,5.0,5,0,0,0,0,0,0,0,0,0,6,7,9,0,0,5,9
55574850-51485151515172,1,625.0,2,625.0,2.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55574850-51485257555271,1,360.0,1,360.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574850-51485349485470,1,2577.0,7,2577.0,7.0,0,1,0,0,0,6,0,0,0,0,2,8,1,2,4,9,4
55574850-51485352565472,1,2601.0,3,2601.0,3.0,0,0,0,0,1,0,1,0,0,1,5,8,1,3,3,9,3
55574850-51485357495275,1,114.0,2,114.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574850-51485555534877,2,2394.0,3,1197.0,1.5,0,0,0,1,0,0,2,0,0,0,5,6,3,5,5,0,10
55574850-51485557505572,1,18499.0,1,18499.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574850-51485649494878,1,499.0,1,499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574850-51485649574876,1,1790.0,1,1790.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574850-51485653505078,1,1200.0,1,1200.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574850-51485653545576,1,1525.0,5,1525.0,5.0,0,2,0,0,0,0,0,0,3,0,0,1,2,3,3,4,3
55574850-51485654484979,4,2289.0,12,572.25,3.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,7,0
55574850-51485751495478,1,974.0,2,974.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574850-51485755495375,1,390.0,1,390.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55574850-51494850534872,2,12416.0,5,6208.0,2.5,0,0,0,0,1,0,0,0,4,0,0,1,2,5,2,0,2
55574850-51494852565477,1,3849.0,3,3849.0,3.0,0,2,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
